id,Importance,difficult,category1,category2,original,question,explanation,notes1,notes2,notes3,notes4,notes5
1772,2,中級,給与,防衛省職員給与施行細則,防衛省職員給与施行細則第6条　令第１５条第１項の規定により食事を支給することができる場合は、次の各号に掲げる者が当該各号に定める事由に該当している場合とする。⑴自衛隊法施行規則第５５条の規定により営舎内に居住することを命ぜられている幹部自衛官並びに准陸尉、准海尉及び准空尉たる自衛官営舎内に居住しているとき⑵幹部自衛官並びに准陸尉、准海尉及び准空尉たる自衛官（前号に規定する者を除く。）並びに自衛隊法施行規則第５１条ただし書の規定により営舎外に居住している陸曹長以下の陸上自衛官（以下「陸曹長等」という。）、海曹長以下の海上自衛官（以下「海曹長等」という。）及び空曹長以下の航空自衛官（以下「空曹長等」という。）その職務を遂行するに当たり食事を支給することが必要であると俸給支給機関の長がその都度認めたとき⑶隔遠の地に所在する部隊等又は交通の著しく不便若しくは困難な部隊等に勤務する事務官等及び特殊な勤務に従事する事務官等のうち、防衛大臣の指定するものその職務を遂行するに当たり食事を支給することが必要であると俸給支給機関の長がそのつど認めたとき⑷防衛医科大学校医学教育部看護学科において防衛省設置法（昭和２９年法律第１６４号）第１６条第１項第３号に規定する教育訓練を受けている者その教育訓練を受けるに当たり食事を支給することが必要であると俸給支給機関の長が認めたとき２令第１５条第２項に規定する防衛大臣の定める金額は、１食につき朝食にあつては３３３円、昼食にあつては４４８円、夕食にあつては４１７円とする。,防衛省職員給与施行細則第6条　令第１５条第１項の規定により食事を支給することができる場合は、次の各号に掲げる者が当該各号に定める事由に該当している場合とする。⑴自衛隊法施行規則第５５条の規定により営舎内に居住することを命ぜられている幹部自衛官並びに准陸尉、准海尉及び准空尉たる自衛官営舎内に居住しているとき⑵幹部自衛官並びに准陸尉、准海尉及び准空尉たる自衛官（前号に規定する者を除く。）並びに自衛隊法施行規則第５１条ただし書の規定により営舎外に居住している陸曹長以下の陸上自衛官（以下「陸曹長等」という。）、海曹長以下の海上自衛官（以下「海曹長等」という。）及び空曹長以下の航空自衛官（以下「空曹長等」という。）その職務を遂行するに当たり食事を支給することが必要であると俸給支給機関の長がその都度認めたとき⑶隔遠の地に所在する部隊等又は交通の著しく不便若しくは困難な部隊等に勤務する事務官等及び特殊な勤務に従事する事務官等のうち、陸上幕僚長の指定するものその職務を遂行するに当たり食事を支給することが必要であると俸給支給機関の長がそのつど認めたとき⑷防衛医科大学校医学教育部看護学科において防衛省設置法（昭和２９年法律第１６４号）第１６条第１項第３号に規定する教育訓練を受けている者その教育訓練を受けるに当たり食事を支給することが必要であると俸給支給機関の長が認めたとき２令第１５条第２項に規定する防衛大臣の定める金額は、１食につき朝食にあつては３３３円、昼食にあつては４４８円、夕食にあつては４１７円とする。,「防衛大臣」を「陸上幕僚長」に変更している点が誤り。正しくは「防衛大臣」である。,2026_08_15,m,-,-,-
1792,1,上級,給与,防衛省職員給与施行細則,防衛省職員給与施行細則第18条第7項　７令別表第５備考２中「防衛大臣の定める作業」は、第１項第３号から第９号まで並びに第２項第１号、第２号及び第５号に掲げる作業とする。,防衛省職員給与施行細則第18条第7項　７令別表第５備考２中「陸上幕僚長の定める作業」は、第１項第３号から第９号まで並びに第２項第１号、第２号及び第５号に掲げる作業とする。,「防衛大臣」を「陸上幕僚長」に変更している点が誤り。正しくは「防衛大臣」である。,2026_08_15,m,-,-,-
1812,2,上級,給与,防衛省職員給与施行細則,防衛省職員給与施行細則第21条第4項　４令別表第５異常圧力内作業手当の項中「防衛大臣が認めるもの」は、転覆船内に潜入して行う救難作業及び転覆船の周辺において行う救難作業並びに作業地点の水温が摂氏１０度以下の場合においてウェットスーツを着用して行う潜水作業とする。,防衛省職員給与施行細則第21条第4項　４令別表第５異常圧力内作業手当の項中「陸上幕僚長が認めるもの」は、転覆船内に潜入して行う救難作業及び転覆船の周辺において行う救難作業並びに作業地点の水温が摂氏１０度以下の場合においてウェットスーツを着用して行う潜水作業とする。,「防衛大臣」を「陸上幕僚長」に変更している点が誤り。正しくは「防衛大臣」である。,2026_08_15,m,-,-,-
1832,2,上級,給与,防衛省職員給与施行細則,防衛省職員給与施行細則第27条の6第2項　２令別表第５対空警戒対処等手当の項中「防衛大臣の定める業務」は、次に掲げる業務とする。⑴高射部隊（自衛隊法第８２条の３の規定により弾道ミサイル等を破壊する措置をとるべき旨を命ぜられた航空自衛隊の高射群及び高射教導群をいう。次号及び第３号において同じ。）が屋外で展開して行う業務⑵高射部隊が展開した地域において、自衛隊法第８２条の３の規定による弾道ミサイル等の破壊に必要な措置を命ぜられた部隊が屋外で行う警戒及び出入者の監視等に関する業務⑶高射部隊が展開した地域において、自衛隊法第８２条の３の規定による弾道ミサイル等の破壊に必要な措置を命ぜられた航空自衛隊の移動通信隊が屋外で行う通信に関する業務⑷護衛艦（自衛隊法第８２条の３の規定により弾道ミサイル等を破壊する措置をとるべき旨を命ぜられた護衛艦又はこれに必要な措置を命ぜられた護衛艦をいう。）が展開した海域において、当該護衛艦に乗艦する自衛官が行う業務,防衛省職員給与施行細則第27条の6第2項　２令別表第５対空警戒対処等手当の項中「陸上幕僚長の定める業務」は、次に掲げる業務とする。⑴高射部隊（自衛隊法第８２条の３の規定により弾道ミサイル等を破壊する措置をとるべき旨を命ぜられた航空自衛隊の高射群及び高射教導群をいう。次号及び第３号において同じ。）が屋外で展開して行う業務⑵高射部隊が展開した地域において、自衛隊法第８２条の３の規定による弾道ミサイル等の破壊に必要な措置を命ぜられた部隊が屋外で行う警戒及び出入者の監視等に関する業務⑶高射部隊が展開した地域において、自衛隊法第８２条の３の規定による弾道ミサイル等の破壊に必要な措置を命ぜられた航空自衛隊の移動通信隊が屋外で行う通信に関する業務⑷護衛艦（自衛隊法第８２条の３の規定により弾道ミサイル等を破壊する措置をとるべき旨を命ぜられた護衛艦又はこれに必要な措置を命ぜられた護衛艦をいう。）が展開した海域において、当該護衛艦に乗艦する自衛官が行う業務,「防衛大臣」を「陸上幕僚長」に変更している点が誤り。正しくは「防衛大臣」である。,2026_08_15,m,-,-,-
1852,1,上級,給与,防衛省職員給与施行細則,防衛省職員給与施行細則第27条の13第2項　２令別表第５レンジャー作業手当の項中「防衛大臣の定める作業」は、次に掲げる作業とする。ただし、教官その他の教育者（第１号及び第４号において単に「教育者」という。）にあつては、履修者に対して直接、指導等を行うものに限る。⑴前項第１号に規定する課程等（第３号に規定する課程等を除く。）において教育者又は履修者がレンジャー又は空挺レンジャーに関する教育訓練中に行う作業⑵前項第２号に規定する課程において教育者又は履修者が冬季遊撃に関する教育訓練中に行う作業⑶前項第１号に規定する課程等（次号に規定する課程等を除く。）の準備に関する作業のうち防衛大臣が別に指定するもの⑷前項第１号に規定する課程等のうちレンジャー又は空挺レンジャーに関する教育訓練を修了した者に対する技能の維持のための課程等（防衛大臣が別に指定するものに限る。）において教育者又は履修者がレンジャーに関する教育訓練中に行う作業（落下傘隊員手当又は特殊作戦隊員手当の支給を受ける陸上自衛官が行うものを除く。）,防衛省職員給与施行細則第27条の13第2項　２令別表第５レンジャー作業手当の項中「陸上幕僚長の定める作業」は、次に掲げる作業とする。ただし、教官その他の教育者（第１号及び第４号において単に「教育者」という。）にあつては、履修者に対して直接、指導等を行うものに限る。⑴前項第１号に規定する課程等（第３号に規定する課程等を除く。）において教育者又は履修者がレンジャー又は空挺レンジャーに関する教育訓練中に行う作業⑵前項第２号に規定する課程において教育者又は履修者が冬季遊撃に関する教育訓練中に行う作業⑶前項第１号に規定する課程等（次号に規定する課程等を除く。）の準備に関する作業のうち防衛大臣が別に指定するもの⑷前項第１号に規定する課程等のうちレンジャー又は空挺レンジャーに関する教育訓練を修了した者に対する技能の維持のための課程等（防衛大臣が別に指定するものに限る。）において教育者又は履修者がレンジャーに関する教育訓練中に行う作業（落下傘隊員手当又は特殊作戦隊員手当の支給を受ける陸上自衛官が行うものを除く。）,「防衛大臣」を「陸上幕僚長」に変更している点が誤り。正しくは「防衛大臣」である。,2026_08_15,m,-,-,-
1873,1,初級,給与,陸上自衛隊給与取扱規則,陸上自衛隊給与取扱規則第9条　隊員に対する給与の支払は、給与の口座振込みによる方法（預金又は貯金への振込みの方法による給与の支払等に関する訓令（昭和49年防衛庁訓令第43号）第１条第１項の振込みをいう。）又は資金前渡官吏若しくは出納員による直接現金払による方法により行うものとし、やむを得ない事情がある場合においては、隔地払（銀行振込み、隔地送金及び外国送金をいう。）の方法により行うことができる。,陸上自衛隊給与取扱規則第9条　隊員に対する給与の支払は、給与の現金払いによる方法（預金又は貯金への振込みの方法による給与の支払等に関する訓令（昭和49年防衛庁訓令第43号）第１条第１項の振込みをいう。）又は資金前渡官吏若しくは出納員による直接現金払による方法により行うものとし、やむを得ない事情がある場合においては、隔地払（銀行振込み、隔地送金及び外国送金をいう。）の方法により行うことができる。,「口座振込み」を「現金払い」に変更している点が誤り。正しくは「口座振込み」である。,2026_08_15,m,-,-,-
1893,1,上級,給与,陸上自衛隊給与取扱規則,陸上自衛隊給与取扱規則第22条の2　前２条の場合において、出納員により予備自衛官手当等を支払うときは、次の各号に定めるところにより行うものとする。(1)前２条の規定により作成した予備自衛官給与支給調書及び前渡資金については資金受領書と引換えに訓練招集部隊等の資金前渡官吏から受領する。(2)予備自衛官に対し、支払をし、予備自衛官給与支給調書を確認させる。(3)予備自衛官に支払った後、予備自衛官給与支給調書に支払済みであることの証明を訓練招集部隊等の中隊長等から受け、訓練招集部隊等の資金前渡官吏に送付する。,陸上自衛隊給与取扱規則第22条の2　前２条の場合において、出納員により予備自衛官手当等を支払うときは、次の各号に定めるところにより行うものとする。(1)前２条の規定により作成した予備自衛官給与支給調書及び前渡資金については口頭確認のみに訓練招集部隊等の資金前渡官吏から受領する。(2)予備自衛官に対し、支払をし、予備自衛官給与支給調書を確認させる。(3)予備自衛官に支払った後、予備自衛官給与支給調書に支払済みであることの証明を訓練招集部隊等の中隊長等から受け、訓練招集部隊等の資金前渡官吏に送付する。,「資金受領書と引換え」を「口頭確認のみ」に変更している点が誤り。正しくは「資金受領書と引換え」である。,2026_08_15,m,-,-,-
1913,1,上級,給与,陸上自衛隊給与取扱規則,陸上自衛隊給与取扱規則第37条　前条の場合において、出納員により教育訓練招集手当を支払うときは、次の各号に定めるところにより行うものとする。(1)前条の規定により作成した予備自衛官補給与支給調書及び前渡資金については資金受領書と引換えに教育訓練招集部隊等の資金前渡官吏から受領する。(2)予備自衛官補に対し、支払をし、予備自衛官補給与支給調書を確認させる。(3)予備自衛官補に支払った後、予備自衛官補給与支給調書に支払済みであることの証明を教育訓練招集部隊等の中隊長等から受け、教育訓練招集部隊等の資金前渡官吏に送付する。,陸上自衛隊給与取扱規則第37条　前条の場合において、出納員により教育訓練招集手当を支払うときは、次の各号に定めるところにより行うものとする。(1)前条の規定により作成した予備自衛官補給与支給調書及び前渡資金については口頭確認のみに教育訓練招集部隊等の資金前渡官吏から受領する。(2)予備自衛官補に対し、支払をし、予備自衛官補給与支給調書を確認させる。(3)予備自衛官補に支払った後、予備自衛官補給与支給調書に支払済みであることの証明を教育訓練招集部隊等の中隊長等から受け、教育訓練招集部隊等の資金前渡官吏に送付する。,「資金受領書と引換え」を「口頭確認のみ」に変更している点が誤り。正しくは「資金受領書と引換え」である。,2026_08_15,m,-,-,-
1933,1,中級,給与,陸上自衛隊若年定年退職者給付金支給規則,陸上自衛隊若年定年退職者給付金支給規則第5条　給付金支給機関の長は、第１回目の給付金、第２回目の給付金、第３回目の給付金、第４回目の給付金又は一括支給の給付金を支給する場合には、省令第１条（省令附則第２項及び第３項の規定により読み替えて適用する場合を含む。以下同じ。）及び同第１８条（省令附則第３項の規定により読み替えて適用する場合を含む。以下同じ。）に規定するそれぞれの支給期月に、該当する若年定年退職者に係る、人給システム上の若年定年退職者給付金支給調書（以下「支給調書」という。）を作成し、それぞれの支給期月の７日までに資金前渡官吏に送付するものとする。２資金前渡官吏が前項の送付を受けた場合には、官署支出官（予算決算及び会計令（昭和２２年勅令第１６５号）第１条第２項の規定による官署支出官をいう。以下同じ。）又は資金前渡官吏は、それぞれの支給期月内に給付金を支払うものとする。この場合において、資金前渡官吏は、当該支給調書を給付金の支給を受ける者及び給付金支給機関の長にそれぞれ送付するものとする。,陸上自衛隊若年定年退職者給付金支給規則第5条　給付金支給機関の長は、第１回目の給付金、第２回目の給付金、第３回目の給付金、第４回目の給付金又は一括支給の給付金を支給する場合には、省令第１条（省令附則第２項及び第３項の規定により読み替えて適用する場合を含む。以下同じ。）及び同第１８条（省令附則第３項の規定により読み替えて適用する場合を含む。以下同じ。）に規定するそれぞれの支給期月に、該当する若年定年退職者に係る、人給システム上の若年定年退職者給付金支給調書（以下「支給調書」という。）を作成し、それぞれの支給期月の１０日までに資金前渡官吏に送付するものとする。２資金前渡官吏が前項の送付を受けた場合には、官署支出官（予算決算及び会計令（昭和２２年勅令第１６５号）第１条第２項の規定による官署支出官をいう。以下同じ。）又は資金前渡官吏は、それぞれの支給期月内に給付金を支払うものとする。この場合において、資金前渡官吏は、当該支給調書を給付金の支給を受ける者及び給付金支給機関の長にそれぞれ送付するものとする。,「それぞれの支給期月の７日までに」を「それぞれの支給期月の１０日までに」に変更している点が誤り。正しくは「それぞれの支給期月の７日までに」である。,2026_08_15,m,-,-,-
1953,1,中級,旅費,国家公務員等の旅費に関する法律,国家公務員等の旅費に関する法律第3条第6項　６第一項、第二項及び前二項の規定により旅費の支給を受けることができる者が、次条第三項の規定により旅行命令等の変更（取消しを含む。同項及び同条第四項並びに第五条において同じ。）を受け、又は死亡した場合その他政令で定める場合には、当該旅行のため既に支出した金額のうちその者の損失となる金額又は支出を要する金額で財務省令で定めるものを旅費として支給することができる。,国家公務員等の旅費に関する法律第3条第6項　６第一項、第二項及び前二項の規定により旅費の支給を受けることができる者が、次条第三項の規定により旅行命令等の変更（取消しを含む。同項及び同条第四項並びに第五条において同じ。）を受け、又は死亡した場合その他政令で定める場合には、当該旅行のため既に支出した金額のうちその者の損失となる金額又は支出を要する金額で財務省令で定めるものを旅費として支給しなければならない。,「旅費として支給することができる」を「旅費として支給しなければならない」に変更している点が誤り。正しくは「旅費として支給することができる」である。,2026_08_15,m,-,-,-
1973,1,中級,旅費,国家公務員等の旅費に関する法律,国家公務員等の旅費に関する法律第10条第1項　支出官等は、旅行者又は旅行役務提供者がこの法律又はこれに基づく命令の規定に違反して旅費の支給又は旅費に相当する金額の支払を受けた場合には、当該旅費又は当該金額を返納させなければならない。,国家公務員等の旅費に関する法律第10条第1項　支出官等は、旅行者又は旅行役務提供者がこの法律又はこれに基づく命令の規定に違反して旅費の支給又は旅費に相当する金額の支払を受けた場合には、当該旅費又は当該金額を返納させることができる。,「返納させなければならない」を「返納させることができる」に変更している点が誤り。正しくは「返納させなければならない」である。,2026_08_15,m,-,-,-
1993,1,初級,旅費,国家公務員等の旅費に関する法律,国家公務員等の旅費支給規程第5条　旅行命令権者は、旅行命令等を発し、又はその変更をした場合には、できるだけ速やかに次条第一項で定める事項を支出官等に通知しなければならない。,国家公務員等の旅費支給規程第5条　旅行命令権者は、旅行命令等を発し、又はその変更をした場合には、三十日以内に次条第一項で定める事項を支出官等に通知しなければならない。,「できるだけ速やかに」を「三十日以内に」に変更している点が誤り。正しくは「できるだけ速やかに」である。,2026_08_15,m,-,-,-
2013,1,上級,旅費,国家公務員等の旅費に関する法律,国家公務員等の旅費支給規程第15条第3項　３職員又は家族が他から赴任に係る旅費の支給又はこれに相当する金額の支払を受ける場合には、前二項の規定により算定した転居費の額から当該支給又は当該支払を受ける金額を差し引くこととする。,国家公務員等の旅費支給規程第15条第3項　３職員又は家族が他から赴任に係る旅費の支給又はこれに相当する金額の支払を受ける場合には、前二項の規定により算定した転居費の額から当該支給又は当該支払を受ける金額を加算することとする。,「差し引くこととする」を「加算することとする」に変更している点が誤り。正しくは「差し引くこととする」である。,2026_08_15,m,-,-,-
2034,3,中級,旅費,国家公務員等の旅費に関する法律,国家公務員等の旅費支給規程第30条　外国旅行中本邦を通過する場合には、その本邦内の旅行について支給する旅費は、内国旅行の規定による。ただし、外国航路の船舶又は航空機により本邦を出発し、又は本邦に到着した場合における船賃又は航空賃については、外国旅行の規定による。２前項本文の場合において、令第十四条第一項第一号の規定の適用については、本邦出発の場合にはその外国への出発地を新居住地又は居住地とみなす。,国家公務員等の旅費支給規程第30条　外国旅行中本邦を通過する場合には、その本邦内の旅行について支給する旅費は、外国旅行の規定による。ただし、外国航路の船舶又は航空機により本邦を出発し、又は本邦に到着した場合における船賃又は航空賃については、外国旅行の規定による。２前項本文の場合において、令第十四条第一項第一号の規定の適用については、本邦出発の場合にはその外国への出発地を新居住地又は居住地とみなす。,「内国旅行の規定」を「外国旅行の規定」に変更している点が誤り。正しくは「内国旅行の規定」である。,2026_08_15,m,-,-,-
2054,1,初級,旅費,防衛省所管旅費取扱規則,防衛省所管旅費取扱規則第12条　法第８条第１項の規定に基づき、旅行者が通勤用定期乗車券（これに準ずるものを含む。この条において「定期券」という。）を所有している場合であって、旅行の経路に当該定期券の区間が含まれるときは、その重複する区間に係る旅費は支給しない。,防衛省所管旅費取扱規則第12条　法第８条第１項の規定に基づき、旅行者が通勤用定期乗車券（これに準ずるものを含む。この条において「定期券」という。）を所有している場合であって、旅行の経路に当該定期券の区間が含まれるときは、その重複する区間に係る旅費は支給する。,「その重複する区間に係る旅費は支給しない」を「その重複する区間に係る旅費は支給する」に変更している点が誤り。正しくは「その重複する区間に係る旅費は支給しない」である。,2026_08_15,m,-,-,-
2074,1,中級,旅費,防衛省所管旅費取扱規則,防衛省所管旅費取扱規則の運用について（第１５条関係第２項）　訓令第１５条第１項に規定する「営舎外に居住するにいたった場合」には、自衛隊法施行規則第５４条に規定する場合を含まないものとする。,防衛省所管旅費取扱規則の運用について（第１５条関係第２項）　訓令第１５条第１項に規定する「営舎外に居住するにいたった場合」には、自衛隊法施行規則第５４条に規定する場合を含むものとする。,「含まない」を「含む」に変更している点が誤り。正しくは「含まない」である。,2026_08_15,m,-,-,-
2094,1,初級,旅費,陸上自衛隊旅費取扱規則,陸上自衛隊旅費取扱規則第１１条第２項　旅行者は、概算払の支払を受けようとする場合には、出発の日の前日までに前項の手続により旅費請求書を提出しなければならない。,陸上自衛隊旅費取扱規則第１１条第２項　旅行者は、概算払の支払を受けようとする場合には、出発の日の当日までに前項の手続により旅費請求書を提出しなければならない。,「前日までに」を「当日までに」に変更している点が誤り。正しくは「前日までに」である。,2026_08_15,m,-,-,-
2114,1,上級,契約,政府契約の支払遅延防止等に関する法律,政府契約の支払遅延防止等に関する法律第９条　国が約定の時期までに給付の完了の確認又は検査をしないときは、その時期を経過した日から完了の確認又は検査をした日までの期間の日数は、約定期間の日数から差し引くものとし、又当該遅延期間が約定期間の日数を越える場合には、約定期間は満了したものとみなし、国は、その越える日数に応じ前条の計算の例に準じ支払遅延に関し約定した利率をもつて計算した金額を相手方に対し支払わなければならない。,政府契約の支払遅延防止等に関する法律第９条　国が約定の時期までに給付の完了の確認又は検査をしないときは、その時期を経過した日から完了の確認又は検査をした日までの期間の日数は、約定期間の日数に加えるものとし、又当該遅延期間が約定期間の日数を越える場合には、約定期間は満了したものとみなし、国は、その越える日数に応じ前条の計算の例に準じ支払遅延に関し約定した利率をもつて計算した金額を相手方に対し支払わなければならない。,「差し引く」を「加える」に変更している点が誤り。正しくは「差し引く」である。,2026_08_15,m,-,-,-
2134,1,中級,契約,国の物品等又は特定役務の調達手続の特例を定める政令,国の物品等又は特定役務の調達手続の特例を定める政令第八条第1項　各省各庁の長又はその委任を受けた職員は、契約担当官等が特定調達契約につき一般競争に付そうとする場合において一般競争公告をし又は指名競争に付そうとする場合において指名競争公示をした後、当該一般競争公告又は指名競争公示に係る一般競争又は指名競争に参加しようとする者から予決令第七十二条第二項（予決令第九十五条第二項において準用する場合を含む。）の規定による申請（第三項において「一般競争又は指名競争に係る資格審査の申請」という。）があつたときは、速やかに、その者が予決令第七十二条第一項又は第九十五条第一項に規定する資格を有するかどうかについて審査を開始しなければならない。,国の物品等又は特定役務の調達手続の特例を定める政令第八条第1項　各省各庁の長又はその委任を受けた職員は、契約担当官等が特定調達契約につき一般競争に付そうとする場合において一般競争公告をし又は指名競争に付そうとする場合において指名競争公示をした後、当該一般競争公告又は指名競争公示に係る一般競争又は指名競争に参加しようとする者から予決令第七十二条第二項（予決令第九十五条第二項において準用する場合を含む。）の規定による申請（第三項において「一般競争又は指名競争に係る資格審査の申請」という。）があつたときは、遅滞なく、その者が予決令第七十二条第一項又は第九十五条第一項に規定する資格を有するかどうかについて審査を開始しなければならない。,「速やかに、その者が」を「遅滞なく、その者が」に変更している点が誤り。正しくは「速やかに、その者が」である。,2026_08_15,m,-,-,-
2154,2,中級,契約,予算決算及び会計令臨時特例,予算決算及び会計令臨時特例第四条の五　第四条の二第一項の規定による競争に付する事項の予定価格は、令第八十条第一項の規定にかかわらず、当該競争入札に付する物品の種類ごとの総価額を当該物品の種類ごとの需要数量で除した金額をもつて定めなければならない。,予算決算及び会計令臨時特例第四条の五　第四条の二第一項の規定による競争に付する事項の予定価格は、令第八十条第一項の規定にかかわらず、当該競争入札に付する物品の種類ごとの総価額を当該物品の種類ごとの需要数量を乗じた金額をもつて定めなければならない。,「需要数量で除した金額」を「需要数量を乗じた金額」に変更している点が誤り。正しくは「需要数量で除した金額」である。,2026_08_15,m,-,-,-
2174,1,中級,契約,契約事務取扱規則,契約事務取扱規則第４条　各省各庁の長又はその委任を受けた職員は、予算決算及び会計令（昭和二十二年勅令第百六十五号。以下「令」という。）第七十二条第二項（令第九十五条第二項において準用する場合を含む。）の規定により、一般競争又は指名競争に参加する者の資格を審査したときは、令第七十二条第一項又は第九十五条第一項の資格を有すると認めた者又は資格がないと認めた者にそれぞれ、必要な通知をしなければならない。,契約事務取扱規則第４条　各省各庁の長又はその委任を受けた職員は、予算決算及び会計令（昭和二十二年勅令第百六十五号。以下「令」という。）第七十二条第二項（令第九十五条第二項において準用する場合を含む。）の規定により、一般競争又は指名競争に参加する者の資格を審査したときは、令第七十二条第一項又は第九十五条第一項の資格を有すると認めた者又は資格がないと認めた者にそれぞれ、必要な通知をすることができる。,「必要な通知をしなければならない」を「必要な通知をすることができる」に変更している点が誤り。正しくは「必要な通知をしなければならない」である。,2026_08_15,m,-,-,-
2195,2,初級,契約,契約事務取扱規則,契約事務取扱規則第１７条第１項　保証事業会社の保証を契約保証金に代わる担保とする場合における当該担保の価値は、その保証する金額とする。,契約事務取扱規則第１７条第１項　保証事業会社の保証を契約保証金に代わる担保とする場合における当該担保の価値は、その保証する金額の八割とする。,「保証する金額」を「保証する金額の八割」に変更している点が誤り。正しくは「保証する金額」である。,2026_08_15,m,-,-,-
2215,1,上級,契約,契約事務取扱規則,契約事務取扱規則第２８条第２項　前項各号に掲げる書類等の作成に代わる電磁的記録の作成は、各省各庁の使用に係る電子計算機（入出力装置を含む。以下同じ。）と契約の相手方の使用に係る電子計算機とを電気通信回線で接続した電子情報処理組織を使用して当該書類等に記載すべき事項を記録する方法により作成するものとする。,契約事務取扱規則第２８条第２項　前項各号に掲げる書類等の作成に代わる電磁的記録の作成は、各省各庁の使用に係る電子計算機（入出力装置を含む。以下同じ。）と契約の相手方の使用に係る電子計算機とを専用回線で接続した電子情報処理組織を使用して当該書類等に記載すべき事項を記録する方法により作成するものとする。,「電気通信回線」を「専用回線」に変更している点が誤り。正しくは「電気通信回線」である。,2026_08_15,m,-,-,-
2235,1,中級,契約,調達物品等の予定価格の算定基準に関する訓令,調達物品等の予定価格の算定基準に関する訓令第12条第3項　３ 次の各号に掲げる価格は、これを市場価格とみなすものとする。(1) 定価（生産者又は卸売業者が販売価格の基準として価格表等に一般に表示している価格をいう。ただし、定価に販売割引、現金割引、又は手数料等を含むものは、その額を控除した価格をいう。）(2) 他官庁売買価格（国、地方公共団体又は国の事務等と密接な関連を有する業務を行う特別法人として国家公務員退職手当法施行令（昭和28年政令第215号）第９条の２に定める法人（以下「国等」という。）が売買する物品について定める売買価格又は売買実例価格をいう。）(3) 販売実績価格（生産者又は卸売業者が一定期間継続して同一価格をもって販売している場合の価格をいう。ただし、当該価格に販売割引、現金割引又は手数料等を含むものは、その額を控除した価格をいう。）,調達物品等の予定価格の算定基準に関する訓令第12条第3項　３ 次の各号に掲げる価格は、これを市場価格とみなすことができる。(1) 定価（生産者又は卸売業者が販売価格の基準として価格表等に一般に表示している価格をいう。ただし、定価に販売割引、現金割引、又は手数料等を含むものは、その額を控除した価格をいう。）(2) 他官庁売買価格（国、地方公共団体又は国の事務等と密接な関連を有する業務を行う特別法人として国家公務員退職手当法施行令（昭和28年政令第215号）第９条の２に定める法人（以下「国等」という。）が売買する物品について定める売買価格又は売買実例価格をいう。）(3) 販売実績価格（生産者又は卸売業者が一定期間継続して同一価格をもって販売している場合の価格をいう。ただし、当該価格に販売割引、現金割引又は手数料等を含むものは、その額を控除した価格をいう。）,「市場価格とみなすものとする」を「市場価格とみなすことができる」に変更している点が誤り。正しくは「市場価格とみなすものとする」である。,2026_08_15,m,-,-,-
2255,1,中級,契約,調達物品等の予定価格の算定基準に関する訓令,調達物品等の予定価格の算定基準に関する訓令第25条第2項　２ 前項の計算価格から梱包費及び輸送費の合計額を除いたものを裸価格とし、裸価格から利子及び利益の合計額を除いたものを総原価とし、総原価から一般管理及び販売費並びに販売直接費の合計額を除いたものを製造原価とする。,調達物品等の予定価格の算定基準に関する訓令第25条第2項　２ 前項の計算価格から梱包費又は輸送費の合計額を除いたものを裸価格とし、裸価格から利子及び利益の合計額を除いたものを総原価とし、総原価から一般管理及び販売費並びに販売直接費の合計額を除いたものを製造原価とする。,「梱包費及び輸送費」を「梱包費又は輸送費」に変更している点が誤り。正しくは「梱包費及び輸送費」である。,2026_08_15,m,-,-,-
2275,1,中級,契約,調達物品等の予定価格の算定基準に関する訓令,調達物品等の予定価格の算定基準に関する訓令第39条第4項　４ 直接材料が自家生産材料である場合の消費価格は、その製造原価とする。ただし、正常と認められる標準原価があるときは、当該標準原価によることができる。,調達物品等の予定価格の算定基準に関する訓令第39条第4項　４ 直接材料が自家生産材料である場合の消費価格は、その総原価とする。ただし、正常と認められる標準原価があるときは、当該標準原価によることができる。,「製造原価」を「総原価」に変更している点が誤り。正しくは「製造原価」である。,2026_08_15,m,-,-,-
2295,1,中級,契約,調達物品等の予定価格の算定基準に関する訓令,調達物品等の予定価格の算定基準に関する訓令第50条　据付調整費及び仮設費は、次の各号に掲げる費用とする。(1) 調達物品等の生産等に関連して行う据付調整に要する費用(2) 調達物品等の生産等に関連して行う仮設（使用後直ちに撤去しないものを除く。）に要する費用２ 据付調整費及び仮設費の額は、その構成要素ごとに計算するものとする。ただし、仮設したものに売却価値又は利用価値がある場合には、その評価額を当該据付調整費及び仮設費から控除するものとし、また、当該仮設したものの処分等に費用を要する場合には、当該費用をその評価額から控除するものとする。,調達物品等の予定価格の算定基準に関する訓令第50条　据付調整費又は仮設費は、次の各号に掲げる費用とする。(1) 調達物品等の生産等に関連して行う据付調整に要する費用(2) 調達物品等の生産等に関連して行う仮設（使用後直ちに撤去しないものを除く。）に要する費用２ 据付調整費及び仮設費の額は、その構成要素ごとに計算するものとする。ただし、仮設したものに売却価値又は利用価値がある場合には、その評価額を当該据付調整費及び仮設費から控除するものとし、また、当該仮設したものの処分等に費用を要する場合には、当該費用をその評価額から控除するものとする。,「据付調整費及び仮設費」を「据付調整費又は仮設費」に変更している点が誤り。正しくは「据付調整費及び仮設費」である。,2026_08_15,m,-,-,-
